set,series,number,name,rarity,types,hp,image_small,is_ex,popularity,tcgplayer_price,cardmarket_price_eur,price,predicted_price,residual_log,verdict,confident,pull_cost,pull_score,pct_change_7d,pct_change_30d
Unified Minds,Sun & Moon,14,Amoonguss,Rare,Grass,100.0,https://images.pokemontcg.io/sm11/14.png,0,3.0,0.27,0.28,0.27,0.49,-0.6,UNDERVALUED,True,,,0.0,
Paldean Fates,Scarlet & Violet,33,Swoobat,Uncommon,Psychic,90.0,https://images.pokemontcg.io/sv4pt5/33.png,0,3.0,0.05,0.02,0.05,0.09,-0.6,UNDERVALUED,True,,,-44.4,
Paldean Fates,Scarlet & Violet,46,Primeape,Uncommon,Fighting,90.0,https://images.pokemontcg.io/sv4pt5/46.png,0,3.0,0.05,0.02,0.05,0.09,-0.6,UNDERVALUED,True,,,-28.6,
Sun & Moon,Sun & Moon,144,Tauros-GX,Rare Ultra,Colorless,180.0,https://images.pokemontcg.io/sm1/144.png,0,3.0,4.82,3.09,4.82,8.75,-0.6,UNDERVALUED,True,,,0.0,
Unified Minds,Sun & Moon,190,Channeler,Uncommon,,0.0,https://images.pokemontcg.io/sm11/190.png,0,3.0,0.21,0.2,0.21,0.38,-0.6,UNDERVALUED,True,,,0.0,
Wizards Black Star Promos,Base,18,Team Rocket's Meowth,Promo,Colorless,40.0,https://images.pokemontcg.io/basep/18.png,0,5.5,26.14,75.31,26.14,47.46,-0.6,UNDERVALUED,True,,,0.8,
Shining Fates Shiny Vault,Sword & Shield,SV071,Sandaconda,Rare Shiny,Fighting,140.0,https://images.pokemontcg.io/swsh45sv/SV071.png,0,3.0,1.47,1.76,1.47,2.67,-0.6,UNDERVALUED,True,,,4.3,
Boundaries Crossed,Black & White,66,Toxicroak,Rare,Psychic,90.0,https://images.pokemontcg.io/bw7/66.png,0,3.0,0.44,0.55,0.44,0.8,-0.6,UNDERVALUED,True,,,0.0,
Obsidian Flames,Scarlet & Violet,67,Tynamo,Common,Lightning,40.0,https://images.pokemontcg.io/sv3/67.png,0,3.0,0.09,0.02,0.09,0.16,-0.6,UNDERVALUED,True,,,12.5,
Rebel Clash,Sword & Shield,158,Dan,Uncommon,,0.0,https://images.pokemontcg.io/swsh2/158.png,0,3.0,0.09,0.06,0.09,0.16,-0.6,UNDERVALUED,True,,,-10.0,
Stormfront,Diamond & Pearl,12,Abomasnow,Rare,Water,100.0,https://images.pokemontcg.io/dp7/12.png,0,3.0,2.63,0.5,2.63,4.77,-0.6,UNDERVALUED,True,,,0.0,
Surging Sparks,Scarlet & Violet,98,Mankey,Common,Fighting,60.0,https://images.pokemontcg.io/sv8/98.png,0,3.0,0.05,0.03,0.05,0.09,-0.6,UNDERVALUED,True,,,0.0,
Team Rocket Returns,EX,39,Dark Magneton,Uncommon,Lightning/Darkness,70.0,https://images.pokemontcg.io/ex7/39.png,0,3.0,3.69,1.86,3.69,6.7,-0.6,UNDERVALUED,True,,,0.0,
HS—Undaunted,HeartGold & SoulSilver,45,Doduo,Common,Colorless,50.0,https://images.pokemontcg.io/hgss3/45.png,0,3.0,0.42,0.26,0.42,0.76,-0.6,UNDERVALUED,True,,,0.0,
Forbidden Light,Sun & Moon,63,Croagunk,Common,Fighting,60.0,https://images.pokemontcg.io/sm6/63.png,0,3.0,0.16,0.12,0.16,0.29,-0.6,UNDERVALUED,True,,,0.0,
Dark Explorers,Black & White,99,Random Receiver,Uncommon,,0.0,https://images.pokemontcg.io/bw5/99.png,0,3.0,0.49,0.28,0.49,0.89,-0.6,UNDERVALUED,True,,,0.0,
Gym Heroes,Gym,40,Brock's Graveler,Uncommon,Fighting,70.0,https://images.pokemontcg.io/gym1/40.png,0,3.0,1.98,2.18,1.98,3.59,-0.6,UNDERVALUED,True,,,1.5,
Crimson Invasion,Sun & Moon,106,Kartana-GX,Rare Ultra,Metal,170.0,https://images.pokemontcg.io/sm4/106.png,0,3.0,5.87,4.82,5.87,10.65,-0.6,UNDERVALUED,True,,,0.5,
Scarlet & Violet,Scarlet & Violet,100,Flittle,Common,Psychic,30.0,https://images.pokemontcg.io/sv1/100.png,0,3.0,0.08,0.04,0.08,0.15,-0.6,UNDERVALUED,True,,,14.3,
Mysterious Treasures,Diamond & Pearl,123,Magmortar LV.X,Rare Holo LV.X,Fire,130.0,https://images.pokemontcg.io/dp2/123.png,0,3.0,67.4,43.99,67.4,122.25,-0.6,,False,,,6.5,
XY Black Star Promos,XY,XY88,Chespin,Promo,Grass,60.0,https://images.pokemontcg.io/xyp/XY88.png,0,3.0,8.47,4.15,8.47,15.36,-0.6,UNDERVALUED,True,,,0.0,
Sandstorm,EX,22,Shiftry,Rare,Grass,120.0,https://images.pokemontcg.io/ex2/22.png,0,3.0,1.53,1.12,1.53,2.77,-0.6,UNDERVALUED,True,,,3.4,
Twilight Masquerade,Scarlet & Violet,179,Chimecho,Illustration Rare,Psychic,70.0,https://images.pokemontcg.io/sv6/179.png,0,3.0,5.44,2.91,5.44,9.86,-0.6,UNDERVALUED,True,,,-11.3,
Shining Fates Shiny Vault,Sword & Shield,SV088,Galarian Stunfisk,Rare Shiny,Metal,120.0,https://images.pokemontcg.io/swsh45sv/SV088.png,0,3.0,1.6,2.31,1.6,2.9,-0.6,UNDERVALUED,True,,,1.9,
Emerald,EX,48,Electrike,Common,Lightning,40.0,https://images.pokemontcg.io/ex9/48.png,0,3.0,0.83,0.43,0.83,1.5,-0.59,UNDERVALUED,True,,,1.2,
Dragon,EX,79,Trapinch,Common,Fighting,50.0,https://images.pokemontcg.io/ex3/79.png,0,3.0,0.65,0.23,0.65,1.18,-0.59,UNDERVALUED,True,,,0.0,
Dragon,EX,67,Nincada,Common,Grass,50.0,https://images.pokemontcg.io/ex3/67.png,0,3.0,0.65,0.64,0.65,1.18,-0.59,UNDERVALUED,True,,,0.0,
Neo Destiny,Neo,73,Machop,Common,Fighting,40.0,https://images.pokemontcg.io/neo4/73.png,0,3.0,0.92,2.32,0.92,1.67,-0.59,UNDERVALUED,True,,,2.2,
Roaring Skies,XY,57,Salamence,Rare Holo,Dragon,160.0,https://images.pokemontcg.io/xy6/57.png,0,3.0,1.78,0.78,1.78,3.22,-0.59,UNDERVALUED,True,,,-3.3,
Power Keepers,EX,24,Wobbuffet,Rare,Psychic,80.0,https://images.pokemontcg.io/ex16/24.png,0,3.0,1.13,0.67,1.13,2.05,-0.59,UNDERVALUED,True,,,4.6,
Roaring Skies,XY,16,Articuno,Rare,Water,120.0,https://images.pokemontcg.io/xy6/16.png,0,5.0,1.17,1.18,1.17,2.12,-0.59,UNDERVALUED,True,,,6.4,
Black Bolt,Scarlet & Violet,122,Golett,Illustration Rare,Psychic,90.0,https://images.pokemontcg.io/zsv10pt5/122.png,0,3.0,9.15,4.57,9.15,16.57,-0.59,UNDERVALUED,True,,,-2.8,
Next Destinies,Black & White,20,Chandelure,Rare Holo,Fire,120.0,https://images.pokemontcg.io/bw4/20.png,0,3.0,2.0,0.71,2.0,3.62,-0.59,UNDERVALUED,True,,,4.2,
Journey Together,Scarlet & Violet,171,Volcanion ex,Ultra Rare,Fire,220.0,https://images.pokemontcg.io/sv9/171.png,1,5.5,0.83,1.57,0.83,1.5,-0.59,UNDERVALUED,True,,,-25.2,
Expedition Base Set,E-Card,119,Mareep,Common,Lightning,40.0,https://images.pokemontcg.io/ecard1/119.png,0,3.0,3.99,1.45,3.99,7.22,-0.59,UNDERVALUED,True,,,5.6,
Secret Wonders,Diamond & Pearl,90,Hoppip,Common,Grass,30.0,https://images.pokemontcg.io/dp3/90.png,0,3.0,0.29,0.12,0.29,0.53,-0.59,UNDERVALUED,True,,,0.0,
Lost Thunder,Sun & Moon,10,Ariados,Uncommon,Grass,110.0,https://images.pokemontcg.io/sm8/10.png,0,3.0,0.23,0.08,0.23,0.42,-0.59,UNDERVALUED,True,,,0.0,
Surging Sparks,Scarlet & Violet,134,Altaria,Uncommon,Dragon,120.0,https://images.pokemontcg.io/sv8/134.png,0,3.0,0.05,0.03,0.05,0.09,-0.59,UNDERVALUED,True,,,0.0,
Surging Sparks,Scarlet & Violet,74,Azumarill,Uncommon,Psychic,120.0,https://images.pokemontcg.io/sv8/74.png,0,3.0,0.05,0.06,0.05,0.09,-0.59,UNDERVALUED,True,,,-28.6,
Hidden Fates,Sun & Moon,54,Brock's Pewter City Gym,Uncommon,,0.0,https://images.pokemontcg.io/sm115/54.png,0,3.0,0.1,0.07,0.1,0.18,-0.59,UNDERVALUED,True,,,-9.1,
Paldean Fates,Scarlet & Violet,186,Bisharp,Shiny Rare,Darkness,120.0,https://images.pokemontcg.io/sv4pt5/186.png,0,3.0,2.84,2.13,2.84,5.14,-0.59,UNDERVALUED,True,,,-9.0,
Paldean Fates,Scarlet & Violet,204,Pelipper,Shiny Rare,Colorless,120.0,https://images.pokemontcg.io/sv4pt5/204.png,0,3.0,2.84,2.1,2.84,5.14,-0.59,UNDERVALUED,True,,,-6.6,
Crown Zenith,Sword & Shield,114,Regigigas VSTAR,Rare Holo VSTAR,Colorless,300.0,https://images.pokemontcg.io/swsh12pt5/114.png,0,3.0,1.69,1.38,1.69,3.06,-0.59,UNDERVALUED,True,,,1.8,
Dragon Frontiers,EX,90,Altaria ex δ,Rare Holo EX,Water,100.0,https://images.pokemontcg.io/ex15/90.png,1,3.0,96.31,69.85,96.31,174.3,-0.59,UNDERVALUED,True,,,0.0,
Mega Evolution,Mega Evolution,89,Nickit,Common,Darkness,70.0,https://images.pokemontcg.io/me1/89.png,0,3.0,0.06,,0.06,0.11,-0.59,UNDERVALUED,True,,,0.0,
Mega Evolution,Mega Evolution,78,Croagunk,Common,Fighting,70.0,https://images.pokemontcg.io/me1/78.png,0,3.0,0.06,,0.06,0.11,-0.59,UNDERVALUED,True,,,50.0,
Destined Rivals,Scarlet & Violet,64,Cetoddle,Common,Water,100.0,https://images.pokemontcg.io/sv10/64.png,0,3.0,0.08,0.03,0.08,0.14,-0.59,UNDERVALUED,True,,,14.3,
Chilling Reign,Sword & Shield,228,Rugged Helmet,Rare Secret,,0.0,https://images.pokemontcg.io/swsh6/228.png,0,3.0,2.57,4.55,2.57,4.65,-0.59,UNDERVALUED,True,,,-0.8,
Stormfront,Diamond & Pearl,87,Marley's Request,Uncommon,,0.0,https://images.pokemontcg.io/dp7/87.png,0,3.0,0.55,0.04,0.55,0.99,-0.59,UNDERVALUED,True,,,7.8,
Hidden Legends,EX,66,Meditite,Common,Fighting,50.0,https://images.pokemontcg.io/ex5/66.png,0,3.0,0.55,0.2,0.55,0.99,-0.59,UNDERVALUED,True,,,3.8,
Team Rocket,Base,30,Dark Vileplume,Rare,Grass,60.0,https://images.pokemontcg.io/base5/30.png,0,3.0,8.59,11.64,8.59,15.53,-0.59,UNDERVALUED,True,,,-0.5,
Twilight Masquerade,Scarlet & Violet,40,Hearthflame Mask Ogerpon ex,Double Rare,Fire,210.0,https://images.pokemontcg.io/sv6/40.png,1,5.5,0.59,0.63,0.59,1.07,-0.59,UNDERVALUED,True,,,-23.4,
Dragon,EX,18,Ninjask,Rare,Grass,70.0,https://images.pokemontcg.io/ex3/18.png,0,3.0,1.17,0.68,1.17,2.12,-0.59,UNDERVALUED,True,,,0.0,
Diamond & Pearl,Diamond & Pearl,21,Carnivine,Rare,Grass,70.0,https://images.pokemontcg.io/dp1/21.png,0,3.0,1.69,1.14,1.69,3.05,-0.59,UNDERVALUED,True,,,7.0,
Hidden Fates Shiny Vault,Sun & Moon,SV67,Lycanroc-GX,Rare Shiny GX,Fighting,200.0,https://images.pokemontcg.io/sma/SV67.png,0,3.0,20.46,7.58,20.46,36.98,-0.59,UNDERVALUED,True,,,0.6,
Power Keepers,EX,49,Chinchou,Common,Lightning,50.0,https://images.pokemontcg.io/ex16/49.png,0,3.0,0.43,0.19,0.43,0.78,-0.59,UNDERVALUED,True,,,7.5,
Team Up,Sun & Moon,61,Tentacruel,Uncommon,Psychic,100.0,https://images.pokemontcg.io/sm9/61.png,0,3.0,0.18,0.1,0.18,0.33,-0.59,UNDERVALUED,True,,,0.0,
Lost Origin,Sword & Shield,20,Orbeetle,Rare Holo,Grass,110.0,https://images.pokemontcg.io/swsh11/20.png,0,3.0,0.21,0.19,0.21,0.38,-0.59,UNDERVALUED,True,,,5.0,
Diamond & Pearl,Diamond & Pearl,110,Poké Ball,Uncommon,,0.0,https://images.pokemontcg.io/dp1/110.png,0,3.0,0.29,0.14,0.29,0.52,-0.59,UNDERVALUED,True,,,0.0,
Dragon,EX,40,Seadra,Uncommon,Water,70.0,https://images.pokemontcg.io/ex3/40.png,0,3.0,1.37,0.7,1.37,2.47,-0.59,UNDERVALUED,True,,,0.7,
Team Rocket,Base,42,Dark Persian,Uncommon,Colorless,60.0,https://images.pokemontcg.io/base5/42.png,0,3.0,2.13,2.12,2.13,3.85,-0.59,UNDERVALUED,True,,,-4.1,
Dragon Majesty,Sun & Moon,9,Darmanitan,Uncommon,Fire,130.0,https://images.pokemontcg.io/sm75/9.png,0,3.0,0.25,0.26,0.25,0.45,-0.59,UNDERVALUED,True,,,8.7,
Dragon,EX,96,Muk ex,Rare Holo EX,Grass,100.0,https://images.pokemontcg.io/ex3/96.png,1,3.0,103.25,30.81,103.25,186.41,-0.59,UNDERVALUED,True,,,0.0,
Lost Thunder,Sun & Moon,63,White Kyurem,Rare Holo,Water,130.0,https://images.pokemontcg.io/sm8/63.png,0,3.0,1.46,1.75,1.46,2.64,-0.59,UNDERVALUED,True,,,0.0,
Boundaries Crossed,Black & White,38,Delibird,Uncommon,Water,80.0,https://images.pokemontcg.io/bw7/38.png,0,3.0,0.34,32.1,0.34,0.61,-0.59,UNDERVALUED,True,,,0.0,
Astral Radiance,Sword & Shield,88,Hisuian Qwilfish,Common,Darkness,80.0,https://images.pokemontcg.io/swsh10/88.png,0,3.0,0.06,0.04,0.06,0.11,-0.59,UNDERVALUED,True,,,-45.5,
Fates Collide,XY,13,Delphox,Rare Holo,Fire,140.0,https://images.pokemontcg.io/xy10/13.png,0,3.0,0.46,1.24,0.46,0.83,-0.59,,False,,,-2.1,
Dragons Exalted,Black & White,125,Serperior,Rare Secret,Grass,130.0,https://images.pokemontcg.io/bw6/125.png,0,3.0,149.2,63.48,149.2,269.1,-0.59,,False,,,0.0,
Base Set 2,Base,111,Full Heal,Uncommon,,0.0,https://images.pokemontcg.io/base4/111.png,0,3.0,0.47,0.41,0.47,0.85,-0.59,UNDERVALUED,True,,,-9.6,
Pokémon GO,Sword & Shield,58,Slaking V,Rare Holo V,Colorless,230.0,https://images.pokemontcg.io/pgo/58.png,0,3.0,0.71,0.63,0.71,1.28,-0.59,UNDERVALUED,True,,,-18.4,
Delta Species,EX,111,Groudon ★,Rare Holo Star,Fighting,90.0,https://images.pokemontcg.io/ex11/111.png,0,3.0,1010.0,597.77,1010.0,1820.5,-0.59,,False,,,0.0,
Power Keepers,EX,60,Seedot,Common,Grass,40.0,https://images.pokemontcg.io/ex16/60.png,0,3.0,0.42,0.13,0.42,0.76,-0.59,UNDERVALUED,True,,,5.0,
Primal Clash,XY,152,Sharpedo-EX,Rare Ultra,Darkness,170.0,https://images.pokemontcg.io/xy5/152.png,0,3.0,38.5,15.01,38.5,69.39,-0.59,UNDERVALUED,True,,,0.0,
BREAKthrough,XY,38,Empoleon,Rare Holo,Water,140.0,https://images.pokemontcg.io/xy8/38.png,0,3.0,0.97,2.4,0.97,1.75,-0.59,UNDERVALUED,True,,,-2.0,
Next Destinies,Black & White,29,Simipour,Rare,Water,90.0,https://images.pokemontcg.io/bw4/29.png,0,3.0,0.4,0.43,0.4,0.72,-0.59,UNDERVALUED,True,,,2.6,
Roaring Skies,XY,65,Spearow,Common,Colorless,60.0,https://images.pokemontcg.io/xy6/65.png,0,3.0,0.13,0.08,0.13,0.23,-0.59,UNDERVALUED,True,,,-18.8,
Roaring Skies,XY,38,Binacle,Common,Fighting,60.0,https://images.pokemontcg.io/xy6/38.png,0,3.0,0.13,0.06,0.13,0.23,-0.59,UNDERVALUED,True,,,0.0,
Hidden Legends,EX,24,Relicanth,Rare,Water,60.0,https://images.pokemontcg.io/ex5/24.png,0,3.0,1.6,0.88,1.6,2.88,-0.59,UNDERVALUED,True,,,-7.0,
Forbidden Light,Sun & Moon,13,Heatran,Rare,Fire,130.0,https://images.pokemontcg.io/sm6/13.png,0,3.0,0.32,0.41,0.32,0.58,-0.59,UNDERVALUED,True,,,18.5,
Aquapolis,E-Card,8,Electrode,Rare,Lightning,70.0,https://images.pokemontcg.io/ecard2/8.png,0,3.0,15.71,4.57,15.71,28.29,-0.59,UNDERVALUED,True,,,0.0,
Secret Wonders,Diamond & Pearl,91,Lickitung,Common,Colorless,80.0,https://images.pokemontcg.io/dp3/91.png,0,3.0,0.45,0.24,0.45,0.81,-0.59,UNDERVALUED,True,,,0.0,
Dragon Vault,Black & White,8,Salamence,Rare Holo,Dragon,140.0,https://images.pokemontcg.io/dv1/8.png,0,3.0,6.17,5.42,6.17,11.11,-0.59,UNDERVALUED,True,,,-2.5,
Vivid Voltage,Sword & Shield,51,Electrike,Common,Lightning,60.0,https://images.pokemontcg.io/swsh4/51.png,0,3.0,0.05,0.05,0.05,0.09,-0.59,UNDERVALUED,True,,,-16.7,
Vivid Voltage,Sword & Shield,75,Cottonee,Common,Psychic,60.0,https://images.pokemontcg.io/swsh4/75.png,0,3.0,0.05,0.05,0.05,0.09,-0.59,UNDERVALUED,True,,,-28.6,
Vivid Voltage,Sword & Shield,53,Blitzle,Common,Lightning,60.0,https://images.pokemontcg.io/swsh4/53.png,0,3.0,0.05,0.05,0.05,0.09,-0.59,UNDERVALUED,True,,,-37.5,
Vivid Voltage,Sword & Shield,143,Pikipek,Common,Colorless,60.0,https://images.pokemontcg.io/swsh4/143.png,0,3.0,0.05,0.08,0.05,0.09,-0.59,UNDERVALUED,True,,,0.0,
Team Magma vs Team Aqua,EX,75,Team Aqua Ball,Uncommon,,0.0,https://images.pokemontcg.io/ex4/75.png,0,3.0,1.05,0.6,1.05,1.89,-0.59,UNDERVALUED,True,,,0.0,
Holon Phantoms,EX,47,Masquerain,Uncommon,Grass,70.0,https://images.pokemontcg.io/ex13/47.png,0,3.0,1.01,0.82,1.01,1.82,-0.59,UNDERVALUED,True,,,1.0,
Ultra Prism,Sun & Moon,17,Araquanid,Rare,Grass,100.0,https://images.pokemontcg.io/sm5/17.png,0,3.0,0.24,0.26,0.24,0.43,-0.59,UNDERVALUED,True,,,0.0,
Crown Zenith,Sword & Shield,15,Grubbin,Common,Grass,70.0,https://images.pokemontcg.io/swsh12pt5/15.png,0,3.0,0.05,0.03,0.05,0.09,-0.59,UNDERVALUED,True,,,66.7,
Crown Zenith,Sword & Shield,75,Koffing,Common,Darkness,70.0,https://images.pokemontcg.io/swsh12pt5/75.png,0,3.0,0.05,0.02,0.05,0.09,-0.59,UNDERVALUED,True,,,-28.6,
Shining Legends,Sun & Moon,10,Entei-GX,Rare Holo GX,Fire,180.0,https://images.pokemontcg.io/sm35/10.png,0,3.0,4.23,3.14,4.23,7.6,-0.59,,False,,,1.4,
Black Bolt,Scarlet & Violet,160,Excadrill ex,Ultra Rare,Fighting,270.0,https://images.pokemontcg.io/zsv10pt5/160.png,1,3.0,0.81,0.9,0.81,1.46,-0.59,UNDERVALUED,True,,,-4.7,
Emerald,EX,66,Spoink,Common,Psychic,50.0,https://images.pokemontcg.io/ex9/66.png,0,3.0,0.63,0.35,0.63,1.13,-0.59,UNDERVALUED,True,,,-4.5,
Chilling Reign,Sword & Shield,6,Heracross,Common,Grass,120.0,https://images.pokemontcg.io/swsh6/6.png,0,3.0,0.05,0.04,0.05,0.09,-0.59,UNDERVALUED,True,,,25.0,
Great Encounters,Diamond & Pearl,53,Skarmory,Uncommon,Metal,70.0,https://images.pokemontcg.io/dp4/53.png,0,3.0,0.5,0.35,0.5,0.9,-0.59,UNDERVALUED,True,,,0.0,
Neo Destiny,Neo,39,Dark Quilava,Uncommon,Fire,60.0,https://images.pokemontcg.io/neo4/39.png,0,3.0,5.15,4.38,5.15,9.24,-0.58,UNDERVALUED,True,,,1.4,
HS—Triumphant,HeartGold & SoulSilver,55,Aipom,Common,Colorless,60.0,https://images.pokemontcg.io/hgss4/55.png,0,3.0,0.36,0.2,0.36,0.65,-0.58,UNDERVALUED,True,,,0.0,
Legends Awakened,Diamond & Pearl,64,Metang,Uncommon,Metal,80.0,https://images.pokemontcg.io/dp6/64.png,0,3.0,0.67,0.93,0.67,1.2,-0.58,UNDERVALUED,True,,,0.0,
White Flare,Scarlet & Violet,132,Archeops,Illustration Rare,Fighting,140.0,https://images.pokemontcg.io/rsv10pt5/132.png,0,3.0,12.63,5.93,12.63,22.66,-0.58,UNDERVALUED,True,,,0.1,
Paldea Evolved,Scarlet & Violet,266,Dendra,Special Illustration Rare,,0.0,https://images.pokemontcg.io/sv2/266.png,0,3.0,8.55,6.65,8.55,15.34,-0.58,UNDERVALUED,True,,,-5.4,
Diamond & Pearl,Diamond & Pearl,25,Dustox,Rare,Grass,120.0,https://images.pokemontcg.io/dp1/25.png,0,3.0,1.61,0.54,1.61,2.89,-0.58,UNDERVALUED,True,,,-0.6,
Team Up,Sun & Moon,60,Tentacool,Common,Psychic,60.0,https://images.pokemontcg.io/sm9/60.png,0,3.0,0.18,0.08,0.18,0.32,-0.58,UNDERVALUED,True,,,-5.3,
Hidden Fates Shiny Vault,Sun & Moon,SV74,Stakataka-GX,Rare Shiny GX,Metal,180.0,https://images.pokemontcg.io/sma/SV74.png,0,3.0,12.7,12.01,12.7,22.77,-0.58,UNDERVALUED,True,,,3.7,
Crystal Guardians,EX,51,Duskull,Common,Psychic,40.0,https://images.pokemontcg.io/ex14/51.png,0,3.0,0.54,0.35,0.54,0.97,-0.58,UNDERVALUED,True,,,3.8,
Sun & Moon,Sun & Moon,63,Toxapex,Rare Holo,Psychic,110.0,https://images.pokemontcg.io/sm1/63.png,0,3.0,0.36,0.46,0.36,0.65,-0.58,UNDERVALUED,True,,,2.9,
Vivid Voltage,Sword & Shield,114,Forretress,Rare,Metal,120.0,https://images.pokemontcg.io/swsh4/114.png,0,3.0,0.12,0.14,0.12,0.22,-0.58,UNDERVALUED,True,,,0.0,
151,Scarlet & Violet,137,Porygon,Common,Colorless,60.0,https://images.pokemontcg.io/sv3pt5/137.png,0,3.0,0.09,0.03,0.09,0.16,-0.58,UNDERVALUED,True,,,-30.8,
151,Scarlet & Violet,116,Horsea,Common,Water,60.0,https://images.pokemontcg.io/sv3pt5/116.png,0,3.0,0.09,0.03,0.09,0.16,-0.58,UNDERVALUED,True,,,-18.2,
Plasma Freeze,Black & White,110,Thundurus-EX,Rare Ultra,Lightning,170.0,https://images.pokemontcg.io/bw9/110.png,0,3.0,110.65,52.54,110.65,198.29,-0.58,UNDERVALUED,True,,,-9.2,
Guardians Rising,Sun & Moon,118,Altar of the Sunne,Uncommon,,0.0,https://images.pokemontcg.io/sm2/118.png,0,3.0,0.15,0.09,0.15,0.27,-0.58,UNDERVALUED,True,,,0.0,
Prismatic Evolutions,Scarlet & Violet,16,Pyroar,Uncommon,Fire,120.0,https://images.pokemontcg.io/sv8pt5/16.png,0,3.0,0.04,,0.04,0.07,-0.58,UNDERVALUED,True,,,-20.0,
Mysterious Treasures,Diamond & Pearl,108,Zubat,Common,Psychic,50.0,https://images.pokemontcg.io/dp2/108.png,0,3.0,0.42,0.1,0.42,0.75,-0.58,UNDERVALUED,True,,,0.0,
XY Black Star Promos,XY,XY38,Mudkip,Promo,Water,60.0,https://images.pokemontcg.io/xyp/XY38.png,0,3.0,8.58,13.5,8.58,15.36,-0.58,UNDERVALUED,True,,,0.0,
Power Keepers,EX,8,Delcatty,Rare Holo,Colorless,70.0,https://images.pokemontcg.io/ex16/8.png,0,3.0,8.35,2.54,8.35,14.95,-0.58,UNDERVALUED,True,,,0.0,
Unbroken Bonds,Sun & Moon,143,Rattata,Common,Colorless,30.0,https://images.pokemontcg.io/sm10/143.png,0,3.0,0.17,0.09,0.17,0.3,-0.58,UNDERVALUED,True,,,0.0,
HGSS Black Star Promos,HeartGold & SoulSilver,HGSS12,Cleffa,Promo,Colorless,30.0,https://images.pokemontcg.io/hsp/HGSS12.png,0,3.0,23.43,,23.43,41.94,-0.58,UNDERVALUED,True,,,4.7,
Stellar Crown,Scarlet & Violet,64,Milcery,Common,Psychic,60.0,https://images.pokemontcg.io/sv7/64.png,0,3.0,0.08,0.03,0.08,0.14,-0.58,UNDERVALUED,True,,,0.0,
Ancient Origins,XY,29,Rotom,Uncommon,Lightning,70.0,https://images.pokemontcg.io/xy7/29.png,0,3.0,0.12,0.17,0.12,0.21,-0.58,UNDERVALUED,True,,,100.0,
Team Up,Sun & Moon,189,Cobalion-GX,Rare Rainbow,Metal,170.0,https://images.pokemontcg.io/sm9/189.png,0,3.0,17.34,17.48,17.34,31.03,-0.58,UNDERVALUED,True,,,1.4,
XY Black Star Promos,XY,XY103,Mawile-EX,Promo,Fairy,150.0,https://images.pokemontcg.io/xyp/XY103.png,0,3.0,11.71,6.35,11.71,20.95,-0.58,UNDERVALUED,True,,,0.0,
Shining Legends,Sun & Moon,12,Larvesta,Common,Fire,80.0,https://images.pokemontcg.io/sm35/12.png,0,3.0,0.16,0.06,0.16,0.29,-0.58,UNDERVALUED,True,,,6.7,
Obsidian Flames,Scarlet & Violet,200,Palafin,Illustration Rare,Water,150.0,https://images.pokemontcg.io/sv3/200.png,0,3.0,5.2,2.71,5.2,9.3,-0.58,UNDERVALUED,True,,,1.8,
Expedition Base Set,E-Card,106,Diglett,Common,Fighting,40.0,https://images.pokemontcg.io/ecard1/106.png,0,3.0,4.04,1.0,4.04,7.22,-0.58,UNDERVALUED,True,,,-2.2,
Pokémon GO,Sword & Shield,50,Dragonite VSTAR,Rare Holo VSTAR,Dragon,280.0,https://images.pokemontcg.io/pgo/50.png,0,3.0,3.63,1.67,3.63,6.49,-0.58,,False,,,-11.7,
White Flare,Scarlet & Violet,16,Litwick,Common,Fire,60.0,https://images.pokemontcg.io/rsv10pt5/16.png,0,3.0,0.06,0.03,0.06,0.11,-0.58,UNDERVALUED,True,,,-33.3,
Crown Zenith Galarian Gallery,Sword & Shield,GG21,Hisuian Goodra,Trainer Gallery Rare Holo,Dragon,160.0,https://images.pokemontcg.io/swsh12pt5gg/GG21.png,0,3.0,4.37,3.39,4.37,7.81,-0.58,UNDERVALUED,True,,,-2.5,
Forbidden Light,Sun & Moon,3,Snover,Common,Grass,80.0,https://images.pokemontcg.io/sm6/3.png,0,3.0,0.15,0.13,0.15,0.27,-0.58,UNDERVALUED,True,,,0.0,
Ancient Origins,XY,97,Primal Groudon-EX,Rare Secret,Fighting,240.0,https://images.pokemontcg.io/xy7/97.png,0,3.0,334.24,168.07,334.24,596.88,-0.58,,False,,,-0.2,
Boundaries Crossed,Black & White,75,Gothita,Common,Psychic,60.0,https://images.pokemontcg.io/bw7/75.png,0,3.0,0.31,0.31,0.31,0.55,-0.58,UNDERVALUED,True,,,0.0,
Hidden Fates,Sun & Moon,35,Golem,Rare,Fighting,170.0,https://images.pokemontcg.io/sm115/35.png,0,3.0,0.28,0.22,0.28,0.5,-0.58,UNDERVALUED,True,,,-12.5,
Destined Rivals,Scarlet & Violet,186,Crustle,Illustration Rare,Grass,150.0,https://images.pokemontcg.io/sv10/186.png,0,3.0,2.72,3.1,2.72,4.86,-0.58,UNDERVALUED,True,,,-12.5,
Double Crisis,XY,26,Team Aqua Grunt,Uncommon,,0.0,https://images.pokemontcg.io/dc1/26.png,0,3.0,0.69,2.22,0.69,1.23,-0.58,,False,,,0.0,
Double Crisis,XY,23,Aqua Diffuser,Uncommon,,0.0,https://images.pokemontcg.io/dc1/23.png,0,3.0,0.69,2.11,0.69,1.23,-0.58,,False,,,0.0,
